City,Location,lat,lon,pollutant,source,unit,value,time,country
,福島市松浪町3-46,37.766667,140.479167,NO2,japan-soramame,µg/m³,20.68,2024-01-31T04:30:00+05:30,Japan
,橿原市八木町１丁目１－１８,34.508056,135.797222,NO2,japan-soramame,µg/m³,5.64,2024-01-24T02:30:00+05:30,Japan
,橿原市八木町１丁目１－１８,34.508056,135.797222,PM2.5,japan-soramame,µg/m³,4,2024-01-22T06:30:00+05:30,Japan
,日高市中鹿山８１,35.89,139.346667,PM2.5,japan-soramame,µg/m³,3,2024-01-16T09:30:00+05:30,Japan
,熊本市中央区水道町１３－２,32.800556, 130.71638899999996,PM2.5,japan-soramame,µg/m³,26,2023-12-28T09:30:00+05:30,Japan
,天草郡苓北町坂瀬川字小崎2865,32.523333,130.085833,NO2,japan-soramame,µg/m³,7.52,2023-12-28T09:30:00+05:30,Japan
,人吉市西間下町８６－１,32.206389,130.758611,NO2,japan-soramame,µg/m³,11.28,2023-12-28T09:30:00+05:30,Japan
,玉名市大字岩崎１００４－１,32.927778,130.560833,PM2.5,japan-soramame,µg/m³,9,2023-12-28T09:30:00+05:30,Japan
,菊池郡大津町引水１２３,32.876111,130.877222,PM2.5,japan-soramame,µg/m³,18,2023-12-28T09:30:00+05:30,Japan
,山鹿市山鹿,33.018333,130.691111,NO2,japan-soramame,µg/m³,11.28,2023-12-28T09:30:00+05:30,Japan
,熊本市中央区京町本丁1-14,32.816667,130.702778,NO2,japan-soramame,µg/m³,18.8,2023-12-28T09:30:00+05:30,Japan
,熊本市中央区水道町１３－２,32.800556, 130.71638899999996,NO2,japan-soramame,µg/m³,28.2,2023-12-28T09:30:00+05:30,Japan
,荒尾市川登1868-12,32.980556,130.467222,PM2.5,japan-soramame,µg/m³,24,2023-12-28T09:30:00+05:30,Japan
,熊本市南区城南町高482,32.726111,130.713889,PM2.5,japan-soramame,µg/m³,20,2023-12-28T09:30:00+05:30,Japan
,八代市宮地町,32.499444,130.640556,PM2.5,japan-soramame,µg/m³,44,2023-12-28T09:30:00+05:30,Japan
,天草市大字井出３７６８－２,32.511389,130.152778,NO2,japan-soramame,µg/m³,3.76,2023-12-28T09:30:00+05:30,Japan
,天草郡苓北町志岐４６０,32.509167,130.055833,NO2,japan-soramame,µg/m³,3.76,2023-12-28T09:30:00+05:30,Japan
,八代市鷹辻町,32.509722,130.604167,PM2.5,japan-soramame,µg/m³,25,2023-12-28T09:30:00+05:30,Japan
,菊池市大字隈府字前田８７８番地１,32.976667,130.815278,NO2,japan-soramame,µg/m³,7.52,2023-12-28T09:30:00+05:30,Japan
,玉名市大字岩崎１００４－１,32.927778,130.560833,NO2,japan-soramame,µg/m³,9.4,2023-12-28T09:30:00+05:30,Japan
,熊本市中央区京町本丁1-14,32.816667,130.702778,PM2.5,japan-soramame,µg/m³,20,2023-12-28T09:30:00+05:30,Japan
,八代市古閑上町１９７,32.513889,130.614722,NO2,japan-soramame,µg/m³,15.04,2023-12-28T09:30:00+05:30,Japan
,人吉市西間下町８６－１,32.206389,130.758611,PM2.5,japan-soramame,µg/m³,14,2023-12-28T09:30:00+05:30,Japan
,熊本市北区楡木3-9-1,32.848056,130.753889,NO2,japan-soramame,µg/m³,13.16,2023-12-28T09:30:00+05:30,Japan
,八代市鷹辻町,32.509722,130.604167,NO2,japan-soramame,µg/m³,15.04,2023-12-28T09:30:00+05:30,Japan
,熊本市西区中島町371-2,32.766111,130.626389,NO2,japan-soramame,µg/m³,13.16,2023-12-28T09:30:00+05:30,Japan
,天草市今釜新町３５３０,32.457222,130.198056,NO2,japan-soramame,µg/m³,5.64,2023-12-28T09:30:00+05:30,Japan
,阿蘇市一の宮町宮地２４０２,32.938611,131.114167,PM2.5,japan-soramame,µg/m³,7,2023-12-28T09:30:00+05:30,Japan
,上益城郡益城町惣領１４７０,32.786111,130.801389,NO2,japan-soramame,µg/m³,18.8,2023-12-28T09:30:00+05:30,Japan
,熊本市北区植木町岩野238-1,32.903889,130.693611,NO2,japan-soramame,µg/m³,9.4,2023-12-28T09:30:00+05:30,Japan
,熊本市北区楡木3-9-1,32.848056,130.753889,PM2.5,japan-soramame,µg/m³,15,2023-12-28T09:30:00+05:30,Japan
,熊本市西区中島町371-2,32.766111,130.626389,PM2.5,japan-soramame,µg/m³,21,2023-12-28T09:30:00+05:30,Japan
,上益城郡益城町惣領１４７０,32.786111,130.801389,PM2.5,japan-soramame,µg/m³,14,2023-12-28T09:30:00+05:30,Japan
,熊本市北区植木町岩野238-1,32.903889,130.693611,PM2.5,japan-soramame,µg/m³,19,2023-12-28T09:30:00+05:30,Japan
,熊本市中央区神水本町９６７－１,32.778889,130.7475,PM2.5,japan-soramame,µg/m³,18,2023-12-28T09:30:00+05:30,Japan
,上益城郡甲佐町岩下１５７番地１９,32.652778,130.808333,PM2.5,japan-soramame,µg/m³,22,2023-12-28T09:30:00+05:30,Japan
,八代市宮地町,32.499444,130.640556,NO2,japan-soramame,µg/m³,20.68,2023-12-28T09:30:00+05:30,Japan
,荒尾市川登1868-12,32.980556,130.467222,NO2,japan-soramame,µg/m³,20.68,2023-12-28T09:30:00+05:30,Japan
,熊本市中央区神水本町９６７－１,32.778889,130.7475,NO2,japan-soramame,µg/m³,22.56,2023-12-28T09:30:00+05:30,Japan
,天草郡苓北町志岐４６０,32.509167,130.055833,PM2.5,japan-soramame,µg/m³,34,2023-12-28T09:30:00+05:30,Japan
,熊本市南区城南町高482,32.726111,130.713889,NO2,japan-soramame,µg/m³,18.8,2023-12-28T09:30:00+05:30,Japan
,上天草市松島町合津4276-387,32.516111,130.432778,PM2.5,japan-soramame,µg/m³,16,2023-12-28T09:30:00+05:30,Japan
,熊本市東区秋津3丁目1856,32.770833,130.771111,PM2.5,japan-soramame,µg/m³,4,2023-12-28T09:30:00+05:30,Japan
,宇土市旭町３７５,32.681389,130.666667,NO2,japan-soramame,µg/m³,16.92,2023-12-28T09:30:00+05:30,Japan
,山鹿市山鹿,33.018333,130.691111,PM2.5,japan-soramame,µg/m³,23,2023-12-28T09:30:00+05:30,Japan
,宇土市旭町３７５,32.681389,130.666667,PM2.5,japan-soramame,µg/m³,16,2023-12-26T04:30:00+05:30,Japan
,大垣市禾森町４－４９,35.349444,136.626111,NO2,japan-soramame,µg/m³,26.32,2023-12-19T05:30:00+05:30,Japan
,姫路市香寺町中屋１４,34.910556,134.738056,NO2,japan-soramame,µg/m³,16.92,2023-12-10T18:30:00+05:30,Japan
,米子市東福原１－１－４５,35.434722,133.344167,NO2,japan-soramame,µg/m³,0,2023-11-28T08:30:00+05:30,Japan
,米子市東福原１－１－４５,35.434722,133.344167,PM2.5,japan-soramame,µg/m³,15,2023-11-28T08:30:00+05:30,Japan
,佐倉市江原新田５４－１,35.724444,140.209722,NO2,japan-soramame,µg/m³,9.4,2023-11-08T00:30:00+05:30,Japan
,敦賀市新和町２丁目３３番１号,35.625278,136.055833,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,大野市水落町７－２１,35.988333,136.491111,NO2,japan-soramame,µg/m³,5.64,2023-11-07T04:30:00+05:30,Japan
,福井市河水町18-8,36.047222,136.276667,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,大野市水落町７－２１,35.988333,136.491111,PM2.5,japan-soramame,µg/m³,11,2023-11-07T04:30:00+05:30,Japan
,越前市定友２１－５－１,35.916111,136.250556,PM2.5,japan-soramame,µg/m³,7,2023-11-07T04:30:00+05:30,Japan
,越前市平出１丁目６番１号,35.905556,136.160556,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,福井市下六条町１７字立原２番,36.032222,136.231389,NO2,japan-soramame,µg/m³,22.56,2023-11-07T04:30:00+05:30,Japan
,あわら市市姫２丁目２－１０,36.209167,136.231389,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,敦賀市古田刈６６号１３０３番地,35.629167,136.065,NO2,japan-soramame,µg/m³,13.16,2023-11-07T04:30:00+05:30,Japan
,敦賀市松栄町７番２８,35.650556,136.065,PM2.5,japan-soramame,µg/m³,8,2023-11-07T04:30:00+05:30,Japan
,小浜市千種１－６－１３,35.493611,135.753056,PM2.5,japan-soramame,µg/m³,6,2023-11-07T04:30:00+05:30,Japan
,三方上中郡若狭町中央１－２,35.545,135.911667,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,あわら市中川１８号１０番,36.193611,136.270833,NO2,japan-soramame,µg/m³,5.64,2023-11-07T04:30:00+05:30,Japan
,坂井市山岸３１字１番地,36.187778,136.145833,PM2.5,japan-soramame,µg/m³,13,2023-11-07T04:30:00+05:30,Japan
,敦賀市松栄町７番２８,35.650556,136.065,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,福井市下六条町１７字立原２番,36.032222,136.231389,PM2.5,japan-soramame,µg/m³,10,2023-11-07T04:30:00+05:30,Japan
,三方上中郡若狭町中央１－２,35.545,135.911667,PM2.5,japan-soramame,µg/m³,6,2023-11-07T04:30:00+05:30,Japan
,鯖江市水落町４丁目１３番２３号,35.965833,136.1875,NO2,japan-soramame,µg/m³,0,2023-11-07T04:30:00+05:30,Japan
,鯖江市水落町２丁目３０－１,35.959167,136.190833,NO2,japan-soramame,µg/m³,7.52,2023-11-07T04:30:00+05:30,Japan
,福井市豊島２丁目５番２６号,36.053889,136.225278,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,坂井市上新庄２８番２１,36.161944,136.228611,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,坂井市山岸３１字１番地,36.187778,136.145833,NO2,japan-soramame,µg/m³,7.52,2023-11-07T04:30:00+05:30,Japan
,鯖江市水落町４丁目１３番２３号,35.965833,136.1875,PM2.5,japan-soramame,µg/m³,10,2023-11-07T04:30:00+05:30,Japan
,小浜市千種１－６－１３,35.493611,135.753056,NO2,japan-soramame,µg/m³,3.76,2023-11-07T04:30:00+05:30,Japan
,福井市豊島２丁目５番２６号,36.053889,136.225278,PM2.5,japan-soramame,µg/m³,9,2023-11-07T04:30:00+05:30,Japan
,福井市石橋町３２字イノ上２５４－１,36.147222,136.1,NO2,japan-soramame,µg/m³,1.88,2023-11-07T04:30:00+05:30,Japan
,越前市定友２１－５－１,35.916111,136.250556,NO2,japan-soramame,µg/m³,5.64,2023-11-07T04:30:00+05:30,Japan
,葦北郡芦北町小田浦１５７２－１,32.344167,130.506389,NO2,japan-soramame,µg/m³,1.88,2023-11-04T07:30:00+05:30,Japan
,大阪市旭区新森６－３－１３,34.711944,135.564722,PM2.5,japan-soramame,µg/m³,12,2023-10-16T13:30:00+05:30,Japan
,大阪市鶴見区浜３－８－６６,34.705833,135.588611,NO2,japan-soramame,µg/m³,33.84,2023-10-16T13:30:00+05:30,Japan
,泉佐野市羽倉崎４－３－１２,34.400556,135.301667,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,大阪市西区九条南２-１３-１７,34.673056,135.473056,NO2,japan-soramame,µg/m³,22.56,2023-10-16T13:30:00+05:30,Japan
,高石市東羽衣６－６－４５,34.522222,135.449444,NO2,japan-soramame,µg/m³,11.28,2023-10-16T13:30:00+05:30,Japan
,堺市堺区三宝町５－２８６,34.590556,135.475278,NO2,japan-soramame,µg/m³,28.2,2023-10-16T13:30:00+05:30,Japan
,堺市南区若松台３－３４－１,34.483333,135.515,NO2,japan-soramame,µg/m³,7.52,2023-10-16T13:30:00+05:30,Japan
,東大阪市高井田元町２－８－２７,34.661667,135.578333,PM2.5,japan-soramame,µg/m³,14,2023-10-16T13:30:00+05:30,Japan
,松原市阿保１－１６－３,34.575556,135.553889,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,寝屋川市本町１－１,34.762778,135.630833,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,吹田市寿町１－５－５,34.756389000000006,135.521389,NO2,japan-soramame,µg/m³,26.32,2023-10-16T13:30:00+05:30,Japan
,大阪市住之江区南港東８－５,34.6275,135.435556,NO2,japan-soramame,µg/m³,20.68,2023-10-16T13:30:00+05:30,Japan
,大阪市住之江区御崎５－７－１７,34.605833,135.482222,NO2,japan-soramame,µg/m³,15.04,2023-10-16T13:30:00+05:30,Japan
,八尾市清水町１－２－５,34.622222,135.605,NO2,japan-soramame,µg/m³,18.8,2023-10-16T13:30:00+05:30,Japan
,枚方市南中振３－２９４－８,34.79583300000001,135.626667,NO2,japan-soramame,µg/m³,35.72,2023-10-16T13:30:00+05:30,Japan
,高石市東羽衣６－６－４５,34.522222,135.449444,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,堺市北区新金岡町４－１－９,34.565556,135.518611,NO2,japan-soramame,µg/m³,35.72,2023-10-16T13:30:00+05:30,Japan
,堺市東区大美野１３５,34.523056,135.531667,NO2,japan-soramame,µg/m³,11.28,2023-10-16T13:30:00+05:30,Japan
,堺市美原区小平尾３９０番地,34.5375,135.563611,NO2,japan-soramame,µg/m³,18.8,2023-10-16T13:30:00+05:30,Japan
,堺市南区若松台３－３４－１,34.483333,135.515,PM2.5,japan-soramame,µg/m³,12,2023-10-16T13:30:00+05:30,Japan
,東大阪市西岩田３－３－２,34.668056,135.5975,PM2.5,japan-soramame,µg/m³,20,2023-10-16T13:30:00+05:30,Japan
,松原市阿保１－１６－３,34.575556,135.553889,NO2,japan-soramame,µg/m³,24.44,2023-10-16T13:30:00+05:30,Japan
,大阪市住之江区粉浜１－５－４８,34.619444,135.493056,NO2,japan-soramame,µg/m³,28.2,2023-10-16T13:30:00+05:30,Japan
,大阪市城東区新喜多２－４－３５,34.694167,135.545556,PM2.5,japan-soramame,µg/m³,16,2023-10-16T13:30:00+05:30,Japan
,大阪市西淀川区出来島２－２－２４,34.700832999999996,135.439722,PM2.5,japan-soramame,µg/m³,17,2023-10-16T13:30:00+05:30,Japan
,柏原市大字高井田８０９－１,34.568333,135.644722,PM2.5,japan-soramame,µg/m³,7,2023-10-16T13:30:00+05:30,Japan
,堺市北区金岡町１１８２－１,34.555278,135.510278,PM2.5,japan-soramame,µg/m³,13,2023-10-16T13:30:00+05:30,Japan
,豊中市三和町三丁目三番,34.741389,135.473333,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,大阪市住之江区南港東８－５,34.6275,135.435556,PM2.5,japan-soramame,µg/m³,13,2023-10-16T13:30:00+05:30,Japan
,大阪市旭区中宮４－７－１１,34.723889,135.544167,NO2,japan-soramame,µg/m³,20.68,2023-10-16T13:30:00+05:30,Japan
,泉佐野市新安松１－１－２４,34.395,135.312222,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,守口市京阪本通２－６２,34.736667,135.562778,NO2,japan-soramame,µg/m³,58.28,2023-10-16T13:30:00+05:30,Japan
,阪南市舞４－６－１４,34.336389,135.230833,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,堺市東区石原町１－２０－１,34.558611,135.530833,PM2.5,japan-soramame,µg/m³,10,2023-10-16T13:30:00+05:30,Japan
,茨木市駅前３－８－１３,34.813333,135.571389,NO2,japan-soramame,µg/m³,22.56,2023-10-16T13:30:00+05:30,Japan
,大阪市大正区平尾２－２１－２８,34.6375,135.476944,PM2.5,japan-soramame,µg/m³,14,2023-10-16T13:30:00+05:30,Japan
,堺市中区深井水池町３２１４,34.536111,135.503889,NO2,japan-soramame,µg/m³,13.16,2023-10-16T13:30:00+05:30,Japan
,堺市北区金岡町１１８２－１,34.555278,135.510278,NO2,japan-soramame,µg/m³,15.04,2023-10-16T13:30:00+05:30,Japan
,東大阪市南四条町３－３３,34.655556,135.64,NO2,japan-soramame,µg/m³,20.68,2023-10-16T13:30:00+05:30,Japan
,柏原市大字高井田８０９－１,34.568333,135.644722,NO2,japan-soramame,µg/m³,11.28,2023-10-16T13:30:00+05:30,Japan
,豊中市三和町三丁目三番,34.741389,135.473333,NO2,japan-soramame,µg/m³,15.04,2023-10-16T13:30:00+05:30,Japan
,吹田市高野台４－５－１,34.791667,135.520833,NO2,japan-soramame,µg/m³,13.16,2023-10-16T13:30:00+05:30,Japan
,藤井寺市岡１－１－１,34.571667,135.600278,NO2,japan-soramame,µg/m³,9.4,2023-10-16T13:30:00+05:30,Japan
,枚方市大垣内町２－１－２０,34.811111,135.653611,NO2,japan-soramame,µg/m³,20.68,2023-10-16T13:30:00+05:30,Japan
,堺市中区深井東町２６６１－３,34.525,135.51,NO2,japan-soramame,µg/m³,16.92,2023-10-16T13:30:00+05:30,Japan
,堺市西区浜寺船尾町西５－６０,34.540833,135.461111,NO2,japan-soramame,µg/m³,16.92,2023-10-16T13:30:00+05:30,Japan
,岸和田市春木大国町８－２０,34.480278,135.383889,NO2,japan-soramame,µg/m³,37.6,2023-10-16T13:30:00+05:30,Japan
,高槻市大蔵司2-51-2,34.863056,135.598611,NO2,japan-soramame,µg/m³,15.04,2023-10-16T13:30:00+05:30,Japan
,高槻市桃園町２－１,34.847778, 135.61277799999996,NO2,japan-soramame,µg/m³,22.56,2023-10-16T13:30:00+05:30,Japan
,高石市西取石６－１１－１,34.515833,135.446667,NO2,japan-soramame,µg/m³,11.28,2023-10-16T13:30:00+05:30,Japan
,堺市西区浜寺石津町中２－３－２８,34.56,135.455833,NO2,japan-soramame,µg/m³,15.04,2023-10-16T13:30:00+05:30,Japan
,大阪市北区西天満２－７－９,34.694167,135.504167,NO2,japan-soramame,µg/m³,50.76,2023-10-16T13:30:00+05:30,Japan
,枚方市王仁公園１,34.818056,135.705833,NO2,japan-soramame,µg/m³,15.04,2023-10-16T13:30:00+05:30,Japan
,河内長野市西之山町２－２１,34.451944,135.566389,NO2,japan-soramame,µg/m³,24.44,2023-10-16T13:30:00+05:30,Japan
,泉南市樽井１－１－１,34.371111,135.288056,NO2,japan-soramame,µg/m³,7.52,2023-10-16T13:30:00+05:30,Japan
,貝塚市鳥羽１２２－１,34.4325,135.368889,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,豊中市新千里西町1-1-3,34.807222,135.490556,NO2,japan-soramame,µg/m³,30.08,2023-10-16T13:30:00+05:30,Japan
,八尾市南太子堂２－４－７,34.612778,135.588889,NO2,japan-soramame,µg/m³,26.32,2023-10-16T13:30:00+05:30,Japan
,大阪市平野区平野西３－４－７,34.616667,135.548056,NO2,japan-soramame,µg/m³,15.04,2023-10-16T13:30:00+05:30,Japan
,守口市京阪本通２－６２,34.736667,135.562778,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,堺市堺区三宝町５－２８６,34.590556,135.475278,PM2.5,japan-soramame,µg/m³,17,2023-10-16T13:30:00+05:30,Japan
,寝屋川市本町１－１,34.762778,135.630833,NO2,japan-soramame,µg/m³,18.8,2023-10-16T13:30:00+05:30,Japan
,大阪市此花区島屋2-9-36,34.6775,135.439444,PM2.5,japan-soramame,µg/m³,12,2023-10-16T13:30:00+05:30,Japan
,大阪市淀川区野中北１－１１－２６,34.728056,135.480833,NO2,japan-soramame,µg/m³,22.56,2023-10-16T13:30:00+05:30,Japan
,大阪市生野区勝山北３－１３－４４,34.653056,135.536944,NO2,japan-soramame,µg/m³,13.16,2023-10-16T13:30:00+05:30,Japan
,守口市文園町８－８,34.729722,135.556944,NO2,japan-soramame,µg/m³,20.68,2023-10-16T13:30:00+05:30,Japan
,堺市堺区少林寺町東４－１－１,34.571111,135.471944,NO2,japan-soramame,µg/m³,11.28,2023-10-16T13:30:00+05:30,Japan
,八尾市西久宝寺６５１,34.627222,135.578056,NO2,japan-soramame,µg/m³,71.44,2023-10-16T13:30:00+05:30,Japan
,池田市畑１－７－４,34.821667,135.450278,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,大東市谷川１－１－１,34.708611,135.626389,PM2.5,japan-soramame,µg/m³,1,2023-10-16T13:30:00+05:30,Japan
,大阪市旭区新森６－３－１３,34.711944,135.564722,NO2,japan-soramame,µg/m³,39.48,2023-10-16T13:30:00+05:30,Japan
,大阪市淀川区野中北１－１１－２６,34.728056,135.480833,PM2.5,japan-soramame,µg/m³,14,2023-10-16T13:30:00+05:30,Japan
,堺市西区浜寺船尾町西５－６０,34.540833,135.461111,PM2.5,japan-soramame,µg/m³,13,2023-10-16T13:30:00+05:30,Japan
,摂津市三島１－２－１,34.773333,135.564167,NO2,japan-soramame,µg/m³,45.12,2023-10-16T13:30:00+05:30,Japan
,高槻市南庄所町3,34.837222,135.614444,PM2.5,japan-soramame,µg/m³,13,2023-10-16T13:30:00+05:30,Japan
,藤井寺市岡１－１－１,34.571667,135.600278,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,岸和田市西之内町２７９－２,34.465833,135.381944,PM2.5,japan-soramame,µg/m³,10,2023-10-16T13:30:00+05:30,Japan
,大阪市大正区平尾２－２１－２８,34.6375,135.476944,NO2,japan-soramame,µg/m³,18.8,2023-10-16T13:30:00+05:30,Japan
,東大阪市高井田元町２－８－２７,34.661667,135.578333,NO2,japan-soramame,µg/m³,13.16,2023-10-16T13:30:00+05:30,Japan
,富田林市常盤町１－１,34.496111,135.6,NO2,japan-soramame,µg/m³,7.52,2023-10-16T13:30:00+05:30,Japan
,寝屋川市成田町３－６,34.777222,135.640833,NO2,japan-soramame,µg/m³,18.8,2023-10-16T13:30:00+05:30,Japan
,枚方市楠葉並木２－２９－３,34.859722,135.681944,NO2,japan-soramame,µg/m³,16.92,2023-10-16T13:30:00+05:30,Japan
,河内長野市三日市町２８８－１,34.435556,135.567778,PM2.5,japan-soramame,µg/m³,12,2023-10-16T13:30:00+05:30,Japan
,泉南市樽井１－１－１,34.371111,135.288056,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,泉大津市東雲町９－１２,34.504444,135.410556,PM2.5,japan-soramame,µg/m³,12,2023-10-16T13:30:00+05:30,Japan
,守口市文園町８－８,34.729722,135.556944,PM2.5,japan-soramame,µg/m³,21,2023-10-16T13:30:00+05:30,Japan
,堺市中区深井水池町３２１４,34.536111,135.503889,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,豊能郡豊能町余野４１４番地の１,34.918889,135.494167,PM2.5,japan-soramame,µg/m³,14,2023-10-16T13:30:00+05:30,Japan
,三島郡島本町桜井２－１－１,34.880556,135.665833,NO2,japan-soramame,µg/m³,43.24,2023-10-16T13:30:00+05:30,Japan
,吹田市寿町１－５－５,34.756389000000006,135.521389,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,大阪市東成区大今里西３－３－１１,34.665556,135.545556,NO2,japan-soramame,µg/m³,75.2,2023-10-16T13:30:00+05:30,Japan
,大阪市西成区花園北１－８－３２,34.645278,135.501389,NO2,japan-soramame,µg/m³,16.92,2023-10-16T13:30:00+05:30,Japan
,枚方市招提南町３－１０２２－１,34.829722,135.6875,NO2,japan-soramame,µg/m³,30.08,2023-10-16T13:30:00+05:30,Japan
,堺市美原区丹上３２９－１,34.503056,135.564722,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,茨木市駅前３－８－１３,34.813333,135.571389,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,富田林市常盤町１－１,34.496111,135.6,PM2.5,japan-soramame,µg/m³,8,2023-10-16T13:30:00+05:30,Japan
,八尾市水越３－７０,34.635278,135.638333,NO2,japan-soramame,µg/m³,16.92,2023-10-16T13:30:00+05:30,Japan
,和泉市緑ケ丘３－４－１,34.442222,135.460833,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,池田市畑１－７－４,34.821667,135.450278,NO2,japan-soramame,µg/m³,16.92,2023-10-16T13:30:00+05:30,Japan
,泉大津市東雲町９－１２,34.504444,135.410556,NO2,japan-soramame,µg/m³,9.4,2023-10-16T13:30:00+05:30,Japan
,東大阪市南四条町３－３３,34.655556,135.64,PM2.5,japan-soramame,µg/m³,10,2023-10-16T13:30:00+05:30,Japan
,泉佐野市新安松１－１－２４,34.395,135.312222,NO2,japan-soramame,µg/m³,11.28,2023-10-16T13:30:00+05:30,Japan
,四條畷市江瀬美町１２－１１,34.734444,135.634722,PM2.5,japan-soramame,µg/m³,13,2023-10-16T13:30:00+05:30,Japan
,堺市西区石津西町２４－４,34.555,135.450556,NO2,japan-soramame,µg/m³,35.72,2023-10-16T13:30:00+05:30,Japan
,枚方市南中振３－２９４－８,34.79583300000001,135.626667,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,和泉市緑ケ丘３－４－１,34.442222,135.460833,NO2,japan-soramame,µg/m³,9.4,2023-10-16T13:30:00+05:30,Japan
,泉佐野市羽倉崎４－３－１２,34.400556,135.301667,NO2,japan-soramame,µg/m³,7.52,2023-10-16T13:30:00+05:30,Japan
,大阪市福島区海老江８－１－１０,34.694167,135.473056,NO2,japan-soramame,µg/m³,56.4,2023-10-16T13:30:00+05:30,Japan
,大阪市西区九条南２-１３-１７,34.673056,135.473056,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,四條畷市江瀬美町１２－１１,34.734444,135.634722,NO2,japan-soramame,µg/m³,35.72,2023-10-16T13:30:00+05:30,Japan
,東大阪市西岩田３－３－２,34.668056,135.5975,NO2,japan-soramame,µg/m³,22.56,2023-10-16T13:30:00+05:30,Japan
,岸和田市西之内町２７９－２,34.465833,135.381944,NO2,japan-soramame,µg/m³,9.4,2023-10-16T13:30:00+05:30,Japan
,大阪市此花区春日出北１－８－４,34.679444,135.455,NO2,japan-soramame,µg/m³,24.44,2023-10-16T13:30:00+05:30,Japan
,大阪市西淀川区出来島２－２－２４,34.700832999999996,135.439722,NO2,japan-soramame,µg/m³,90.24,2023-10-16T13:30:00+05:30,Japan
,堺市堺区南瓦町３－１,34.570833,135.486389,NO2,japan-soramame,µg/m³,30.08,2023-10-16T13:30:00+05:30,Japan
,高槻市大蔵司2-51-2,34.863056,135.598611,PM2.5,japan-soramame,µg/m³,10,2023-10-16T13:30:00+05:30,Japan
,高槻市桃園町２－１,34.847778, 135.61277799999996,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
,高槻市梶原１－５,34.865556,135.649444,NO2,japan-soramame,µg/m³,31.96,2023-10-16T13:30:00+05:30,Japan
,豊中市中桜塚３－１－１,34.7775,135.4725,NO2,japan-soramame,µg/m³,22.56,2023-10-16T13:30:00+05:30,Japan
,大東市谷川１－１－１,34.708611,135.626389,NO2,japan-soramame,µg/m³,13.16,2023-10-16T13:30:00+05:30,Japan
,大阪市住之江区粉浜１－５－４８,34.619444,135.493056,PM2.5,japan-soramame,µg/m³,6,2023-10-16T13:30:00+05:30,Japan
,大阪市住吉区我孫子東１－４－３２,34.601389,135.515,PM2.5,japan-soramame,µg/m³,9,2023-10-16T13:30:00+05:30,Japan
,吹田市垂水町３－３２－５０,34.759167,135.503611,NO2,japan-soramame,µg/m³,20.68,2023-10-16T13:30:00+05:30,Japan
,枚方市王仁公園１,34.818056,135.705833,PM2.5,japan-soramame,µg/m³,12,2023-10-16T13:30:00+05:30,Japan
,河内長野市三日市町２８８－１,34.435556,135.567778,NO2,japan-soramame,µg/m³,5.64,2023-10-16T13:30:00+05:30,Japan
,河内長野市西之山町２－２１,34.451944,135.566389,PM2.5,japan-soramame,µg/m³,11,2023-10-16T13:30:00+05:30,Japan
